Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,78.824089,78.919693,77.256210,78.451241,47.798782,12253995
2006-01-04,78.585083,78.871895,77.753349,78.346077,47.734722,10285109
2006-01-05,77.820267,79.254303,77.676865,78.871895,48.055069,7545216
2006-01-06,80.258125,81.290634,79.741875,81.214149,49.482155,8573957
2006-01-09,80.210327,80.544930,79.713196,80.047798,48.771523,7166251
2006-01-10,79.493309,80.420647,79.464630,80.372849,48.969582,5962200
2006-01-11,80.659653,81.080307,79.732315,80.468452,49.027840,6042114
2006-01-12,80.133842,80.267685,79.732315,79.894836,48.678333,5150609
2006-01-13,79.349907,79.780113,78.871895,79.512428,48.445316,7239994
2006-01-17,79.158699,79.502869,78.910133,79.349907,48.346317,9119446
2006-01-18,80.305923,80.975143,79.847038,80.114723,48.812286,11490101
2006-01-19,80.439774,80.678780,79.369026,79.435944,48.398731,6781741
2006-01-20,79.388145,79.397705,77.676865,77.782028,47.391026,9001667
2006-01-23,77.753349,78.317398,77.361374,77.829826,47.420155,6395349
2006-01-24,77.810707,78.537285,77.246651,77.294456,47.093964,6348174
2006-01-25,77.485657,78.030594,77.065010,77.351814,47.128918,6667518
2006-01-26,77.915871,78.059273,77.045891,77.170174,47.018261,8169469
2006-01-27,77.198853,78.173996,77.198853,77.456978,47.192997,6384156
2006-01-30,76.682602,78.212234,76.682602,78.040154,47.548306,5570055
2006-01-31,77.915871,78.393883,77.600380,77.724663,47.356071,7083094
2006-02-01,77.342255,78.623329,77.103249,78.336517,47.728882,5668588
2006-02-02,77.868073,78.001915,77.342255,77.657745,47.315308,6483108
2006-02-03,77.007645,77.217972,76.214149,76.453156,46.581394,10305192
2006-02-06,76.424477,76.434036,75.458893,76.013382,46.313431,10008651
2006-02-07,76.003822,76.663483,75.812622,76.338432,46.511482,5488676
2006-02-08,77.036331,77.342255,76.711281,77.246651,47.183022,5260543
2006-02-09,76.864243,77.246651,76.003822,76.864243,46.949451,7959223
2006-02-10,76.864243,77.877632,76.673042,77.753349,47.492527,5619007
2006-02-13,77.753349,78.307838,76.653923,76.902489,46.972816,5499240
2006-02-14,77.007645,77.868073,76.816444,77.523903,47.352371,6354973
2006-02-15,77.304016,77.915871,76.959846,77.294456,47.212223,5284392
2006-02-16,77.131927,77.351814,76.606117,77.351814,47.247250,5554783
2006-02-17,77.351814,77.466537,76.606117,77.160614,47.130455,5542545
2006-02-21,76.577438,77.198853,76.453156,76.959846,47.007835,6106548
2006-02-22,76.481834,78.059273,76.453156,77.772469,47.504200,5537838
2006-02-23,77.629066,77.762909,76.520073,76.673042,46.832645,5208452
2006-02-24,77.103249,77.103249,76.338432,76.577438,46.774254,4082747
2006-02-27,76.453156,77.332695,76.434036,77.084129,47.083748,3961202
2006-02-28,76.577438,77.007645,76.204590,76.711281,46.856003,6234892
2006-03-01,76.673042,77.256210,76.271507,76.386230,46.657478,5410226
2006-03-02,76.051628,76.682602,76.042068,76.424477,46.680847,4622065
2006-03-03,76.013382,77.275337,76.013382,76.443596,46.692493,4554702
2006-03-06,76.395790,77.093689,76.386230,76.481834,46.715862,4926137
2006-03-07,76.491394,77.237091,76.347992,76.759079,46.885208,4530017
2006-03-08,76.720840,78.011475,76.720840,77.571701,47.381565,5826115
2006-03-09,77.686424,78.374763,77.246651,77.456978,47.311497,4508992
2006-03-10,77.466537,78.632889,77.466537,77.982796,47.632664,5007411
2006-03-13,77.973228,78.776291,77.868073,78.326958,47.842880,4781684
2006-03-14,77.925430,79.340347,77.887192,79.235184,48.397621,4725828
2006-03-15,79.015297,80.076485,79.005737,79.713196,48.689613,5617438
2006-03-16,79.760994,80.038239,78.977058,79.225624,48.391815,4497277
2006-03-17,79.684509,79.741875,79.177818,79.636711,48.642891,6709462
2006-03-20,79.455070,80.066925,79.340347,79.904396,48.806400,4048334
2006-03-21,80.133842,81.252388,79.904396,80.124283,48.940685,7744898
2006-03-22,79.684509,80.956024,79.684509,80.736137,49.314434,5197156
2006-03-23,80.525810,80.564056,79.282982,79.541107,48.584496,5340667
2006-03-24,79.340347,80.038239,79.340347,79.694077,48.677917,4391945
2006-03-27,79.330788,79.598473,78.948372,79.426384,48.514423,4089965
2006-03-28,79.216064,79.722755,78.671127,78.804970,48.134869,4715996
2006-03-29,78.585083,79.875717,78.585083,79.474190,48.543625,4594137
2006-03-30,79.235184,80.019119,79.187378,79.541107,48.584496,4672482
2006-03-31,79.302101,79.923515,78.671127,78.843208,48.158211,6131652
2006-04-03,79.082214,79.913956,79.015297,79.407265,48.502735,4311194
2006-04-04,79.397705,80.095604,79.158699,79.780113,48.730484,4030238
2006-04-05,79.665390,80.736137,79.655830,80.468452,49.150928,5777999
2006-04-06,80.019119,80.611855,79.694077,80.124283,48.940685,5171529
2006-04-07,79.923515,80.114723,78.814529,78.852776,48.164047,5583025
2006-04-10,78.652008,79.101341,78.393883,78.489487,47.942162,3794574
2006-04-11,78.231361,78.451241,77.198853,77.590820,47.393250,6233846
2006-04-12,77.533463,77.791588,77.084129,77.198853,47.153839,4084839
2006-04-13,77.609940,78.967499,77.552582,78.374763,47.872093,5020486
2006-04-17,78.317398,79.273422,77.820267,78.049713,47.673523,4847373
2006-04-18,78.288719,79.856598,78.107079,79.646271,48.648743,8269467
2006-04-19,80.258125,80.305923,77.686424,78.260040,47.802006,11040216
2006-04-20,78.059273,79.206497,78.049713,78.413002,47.895447,6524111
2006-04-21,78.862335,78.871895,77.801147,78.068832,47.685226,6398800
2006-04-24,77.724663,78.785851,77.533463,78.499046,47.947998,6907889
2006-04-25,78.346077,79.254303,78.011475,79.034416,48.275021,7171690
2006-04-26,79.196938,79.808792,79.072655,79.684509,48.672089,6954645
2006-04-27,79.063095,80.688339,79.063095,80.191208,48.981602,8550318
2006-04-28,79.837479,79.942642,78.374763,78.718925,48.082302,8579083
2006-05-01,78.957932,79.646271,78.489487,78.613770,48.018074,6287611
2006-05-02,78.499046,79.101341,78.393883,78.795410,48.129005,4535874
2006-05-03,78.910133,79.627151,78.824089,79.063095,48.292522,5984271
2006-05-04,79.225624,79.435944,78.776291,78.804970,48.134869,4149377
2006-05-05,79.302101,79.674950,79.063095,79.617592,48.631229,4711707
2006-05-08,78.967499,79.560226,78.680687,79.244743,48.578472,4033899
2006-05-09,78.862335,79.627151,78.785851,79.569794,48.777748,4260149
2006-05-10,79.254303,79.665390,78.967499,79.254303,48.584354,3588198
2006-05-11,79.015297,79.435944,78.824089,78.833649,48.326466,5517127
2006-05-12,78.843208,80.009560,78.680687,78.766731,48.285465,5947242
2006-05-15,78.202675,79.493309,78.202675,79.244743,48.578472,6042114
2006-05-16,79.349907,79.588913,78.460800,78.546844,48.150639,4659721
2006-05-17,78.154877,78.594643,77.456978,77.695984,47.629066,6209056
2006-05-18,76.959846,77.772469,76.510513,77.112808,47.271553,5694006
2006-05-19,77.304016,77.437859,76.013382,76.749519,47.048855,7341979
2006-05-22,76.319313,76.806885,75.908218,76.500954,46.896488,6538441
2006-05-23,76.720840,77.724663,76.137665,76.319313,46.785137,5236694
2006-05-24,75.860420,76.520073,75.583176,76.271507,46.755810,7729522
2006-05-25,76.376671,76.653923,76.147224,76.615677,46.966812,4178770
2006-05-26,76.634796,77.304016,76.195030,77.198853,47.324310,3745517
2006-05-30,76.816444,77.399620,76.625237,76.634796,46.978523,5281359
2006-05-31,76.625237,77.275337,76.108986,76.386230,46.826172,6678605
2006-06-01,76.376671,77.313576,76.300194,77.141495,47.289150,5090359
2006-06-02,76.959846,77.017204,75.669212,76.022942,46.603458,7564986
2006-06-05,75.621414,76.520073,75.535370,75.583176,46.333881,5811367
2006-06-06,75.583176,76.386230,75.047798,76.252388,46.744106,7584128
2006-06-07,76.271507,77.189293,75.640533,75.669212,46.386623,8289341
2006-06-08,75.095604,76.080307,73.374763,73.642448,45.144150,14094222
2006-06-09,73.843208,74.665390,73.661568,74.216064,45.495792,6417628
2006-06-12,74.216064,74.655830,73.623329,73.632889,45.138317,5151445
2006-06-13,73.747612,74.502869,73.441681,73.546844,45.085564,7713309
2006-06-14,73.546844,74.426384,73.546844,74.292542,45.542686,6316376
2006-06-15,74.426384,75.315491,73.565964,75.105164,46.040829,6986652
2006-06-16,74.990440,75.076485,74.158699,74.521988,45.683342,8507641
2006-06-19,74.474190,74.856598,73.938812,74.254303,45.519249,5545997
2006-06-20,74.416824,74.856598,73.852776,74.560226,45.706776,6406227
2006-06-21,74.560226,75.105164,74.550667,74.856598,45.888447,5814819
2006-06-22,74.722755,74.923515,73.613770,73.795410,45.237938,5819630
2006-06-23,73.757172,74.416824,73.556404,73.709366,45.185181,4728548
2006-06-26,73.652008,74.110901,73.422562,73.757172,45.214497,3606608
2006-06-27,73.919693,74.187378,72.963669,73.260040,44.909756,5854253
2006-06-28,73.164436,73.231361,72.715103,73.193115,44.868706,4594137
2006-06-29,73.508606,74.378586,73.193115,74.177818,45.472355,5699549
2006-06-30,74.282982,74.502869,73.413002,73.441681,45.021107,8275638
2006-07-03,74.130020,74.827919,73.871895,74.588913,45.724339,3323456
2006-07-05,74.569794,74.942642,74.110901,74.349907,45.577843,4233999
2006-07-06,74.177818,75.076485,74.158699,74.655830,45.765396,4532423
2006-07-07,74.655830,74.655830,72.772469,73.059273,44.786659,6947114
2006-07-10,72.829826,73.451241,72.533463,73.298279,44.933174,7483816
2006-07-11,72.896751,73.279160,72.122368,73.107079,44.815968,6366479
2006-07-12,72.724663,72.944550,71.529640,72.160614,44.235767,8757217
2006-07-13,71.711281,71.969406,70.583176,70.975143,43.509052,9157416
2006-07-14,70.975143,71.032501,70.143402,70.334610,43.116409,7277859
2006-07-17,70.124283,70.688339,69.980881,70.458893,43.192589,7136544
2006-07-18,70.458893,71.147224,69.531548,70.994263,43.520771,9066205
2006-07-19,72.657745,73.671127,72.657745,72.724663,44.581543,15205597
2006-07-20,72.399620,72.543022,71.892921,72.160614,44.235767,12776785
2006-07-21,72.170174,72.179733,71.223709,71.567879,43.872414,8757635
2006-07-24,71.625237,72.801147,71.625237,72.648186,44.534664,5869315
2006-07-25,72.648186,73.049713,71.998085,72.552582,44.476063,5836994
2006-07-26,72.160614,72.944550,72.045891,72.495216,44.440903,4048125
2006-07-27,72.495216,73.891014,72.418739,72.801147,44.628441,6735299
2006-07-28,73.021034,73.900574,72.906311,73.575523,45.103123,4357322
2006-07-31,73.078392,74.091782,72.801147,74.005737,45.366859,5629363
2006-08-01,73.279160,73.977058,72.418739,72.791588,44.622578,4609408
2006-08-02,72.858505,73.546844,72.848946,72.963669,44.728050,3434855
2006-08-03,72.657745,73.355644,72.084129,72.973228,44.733913,2893027
2006-08-04,73.279160,73.393883,72.007645,72.571701,44.487770,5295270
2006-08-07,72.304016,72.848946,71.969406,72.198853,44.259216,4048229
2006-08-08,72.304016,72.906311,71.806885,72.017204,44.323940,3969256
2006-08-09,72.237091,72.925430,72.074570,72.074570,44.359241,4686498
2006-08-10,71.892921,72.734222,71.749519,72.409180,44.565178,3361426
2006-08-11,72.026772,72.447418,71.892921,72.160614,44.412186,3865807
2006-08-14,72.705544,74.082214,72.275337,73.307838,45.118267,5227280
2006-08-15,73.518166,73.747612,72.954109,73.690247,45.353642,6260728
2006-08-16,74.072655,75.793503,73.948372,75.611855,46.536324,7726279
2006-08-17,75.458893,76.061188,75.076485,75.879539,46.701061,5790028
2006-08-18,75.889099,76.453156,75.172081,76.386230,47.012939,5647563
2006-08-21,76.013382,76.367111,75.401527,75.793503,46.648098,3845619
2006-08-22,75.793503,76.051628,75.152962,75.478012,46.453941,4243831
2006-08-23,75.478012,75.975143,74.971321,75.210327,46.289177,3583282
2006-08-24,75.430206,76.003822,75.401527,75.889099,46.706951,3633072
2006-08-25,75.717018,76.481834,75.659653,76.367111,47.001152,3585060
2006-08-28,76.395790,76.931168,76.252388,76.787766,47.260044,5501332
2006-08-29,76.539200,77.896751,76.539200,77.820267,47.895508,5448091
2006-08-30,77.686424,78.087952,77.284897,77.648186,47.789604,4904485
2006-08-31,77.724663,77.915871,77.227531,77.409180,47.642494,3960365
2006-09-01,77.562141,77.982796,77.256210,77.829826,47.901390,3445524
2006-09-05,77.619499,77.954109,77.055450,77.294456,47.571896,4151051
2006-09-06,76.759079,77.141495,76.644356,76.749519,47.236504,3899070
2006-09-07,76.386230,76.845123,75.822182,75.908218,46.718700,4093312
2006-09-08,76.099426,77.304016,75.860420,77.112808,47.460087,4705536
2006-09-11,77.055450,77.629066,76.720840,77.370934,47.618969,4512758
2006-09-12,77.571701,78.871895,77.495216,78.661568,48.413307,5985421
2006-09-13,78.632889,79.063095,78.240921,78.594643,48.372101,5146529
2006-09-14,78.298279,79.349907,78.145317,78.843208,48.525093,4461504
2006-09-15,79.550667,79.913956,79.149139,79.292542,48.801651,8581175
2006-09-18,78.929253,79.550667,78.556404,78.623329,48.389729,4620810
2006-09-19,78.365204,78.479927,77.839386,78.269600,48.172039,5322676
2006-09-20,78.747612,80.105164,78.585083,79.751434,49.084080,7870732
2006-09-21,78.977058,79.588913,77.772469,78.021034,48.019070,9318814
2006-09-22,78.154877,78.508606,77.447418,77.638626,47.783722,4550309
2006-09-25,78.059273,78.661568,77.705544,78.393883,48.248543,5944418
2006-09-26,78.298279,79.024857,78.107079,78.871895,48.542740,4949463
2006-09-27,78.393883,79.034416,78.116638,78.479927,48.301517,6151003
2006-09-28,78.250481,78.728493,78.126198,78.384323,48.242653,4803546
2006-09-29,78.298279,79.149139,78.173996,78.336517,48.213245,4990152
2006-10-02,78.164436,78.843208,77.992355,78.269600,48.172039,4689532
2006-10-03,78.279160,78.642448,77.973228,78.059273,48.042595,5061071
2006-10-04,78.059273,79.588913,78.040154,79.445503,48.895779,6400788
2006-10-05,79.168259,79.550667,78.967499,79.273422,48.789883,5184604
2006-10-06,79.282982,80.095604,78.871895,79.483749,48.919327,5586581
2006-10-09,79.483749,80.382408,79.349907,80.305923,49.425335,4696749
2006-10-10,80.028679,80.908218,79.885277,80.487572,49.537144,4929693
2006-10-11,80.449333,80.965584,80.105164,80.487572,49.537144,5450288
2006-10-12,80.497131,81.166351,80.401527,80.975143,49.837223,4876138
2006-10-13,80.736137,82.418739,80.726578,82.294456,50.649193,8146876
2006-10-16,82.294456,83.747612,81.978966,82.896751,51.019901,9030223
2006-10-17,82.533463,84.072655,82.428299,83.126198,51.161114,13907093
2006-10-18,86.529640,87.992355,85.783936,85.869980,52.849819,29157459
2006-10-19,85.850861,86.978966,85.382408,85.908218,52.873352,11162284
